,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_home,avg_balance,q1_balance,q2_balance,q3_balance,q4_balance
288,No,Points,Postcard,Low,One,No,High,Three,Two,One,No,1033,417,803,956,1959
289,No,Points,Postcard,Medium,One,No,High,One,One,Four,Yes,742,690,649,837,793
290,No,Cash Back,Postcard,Medium,Two,No,High,Two,One,Three,Yes,1423,915,1405,1726,1647
291,No,Air Miles,Letter,Medium,One,Yes,High,One,One,Four,Yes,239,394,18,415,130
292,No,Points,Postcard,Medium,One,No,High,Two,One,Three,No,1143,1798,1014,866,897
293,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Five,No,828,878,566,889,979
294,No,Air Miles,Letter,Medium,One,Yes,High,One,One,Four,No,873,1658,1171,616,48
295,No,Cash Back,Postcard,High,One,No,Medium,Three,One,Four,Yes,734,560,806,941,629
296,No,Cash Back,Postcard,Medium,One,No,High,One,One,Four,Yes,661,641,668,537,799
297,No,Points,Postcard,High,One,No,High,One,One,Three,Yes,1159,50,1437,1807,1343
298,No,Points,Postcard,Medium,One,Yes,Medium,Three,One,Two,No,1005,1875,1083,945,119
299,Yes,Cash Back,Postcard,High,One,No,Low,Two,One,Four,Yes,896,1688,1113,697,87
300,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Five,Yes,1101,599,1325,1792,691
301,No,Cash Back,Postcard,Low,One,Yes,Low,Two,One,Four,No,278,410,81,136,485
302,No,Points,Letter,Medium,Two,Yes,Medium,Three,One,Five,No,715,855,776,715,515
303,No,Points,Letter,Medium,One,No,Low,One,One,Five,Yes,1611,1653,1542,1681,1570
304,No,Points,Letter,High,Two,No,High,Two,One,Three,No,914,1588,1029,722,318
305,No,Points,Letter,High,Three,No,Low,One,One,Four,Yes,253,417,200,368,28
306,No,Cash Back,Letter,Low,One,No,Medium,Three,One,Four,No,1035,1943,1172,541,485
307,No,Air Miles,Letter,Low,Two,Yes,Medium,One,One,Two,No,1261,1316,742,1347,1642
308,No,Points,Postcard,Medium,One,No,Medium,Two,One,Three,No,275,402,258,155,287
309,No,Air Miles,Postcard,Medium,One,No,Medium,Three,One,Five,No,755,874,538,966,644
310,No,Air Miles,Postcard,Low,One,No,Medium,One,One,Three,Yes,1295,1019,1164,1860,1138
311,Yes,Air Miles,Postcard,Medium,One,Yes,Medium,Three,One,Two,Yes,944,873,656,1350,899
312,No,Cash Back,Letter,Medium,One,No,High,Two,Two,Two,Yes,1148,1901,1486,915,291
313,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Four,No,172,90,187,388,26
314,No,Points,Postcard,Medium,Two,No,High,Three,One,Four,Yes,756,1234,942,629,219
315,No,Air Miles,Postcard,High,Two,No,Low,One,One,Four,Yes,1486,1393,1713,1203,1638
316,No,Points,Postcard,Low,One,Yes,Low,One,One,Five,No,1076,731,1226,1447,900
317,No,Air Miles,Postcard,Medium,One,Yes,High,Two,One,Five,Yes,1094,877,1332,1493,674
318,No,Points,Letter,Low,One,No,Medium,Two,One,Four,Yes,287,265,409,475,0
319,Yes,Air Miles,Postcard,Medium,One,No,Low,One,One,Four,Yes,916,1657,1273,643,93
320,No,Cash Back,Postcard,Low,One,No,Medium,Three,One,Three,No,1376,962,1136,1557,1852
321,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,No,648,713,607,634,641
323,No,Points,Postcard,Low,One,No,Low,Two,One,Four,Yes,683,656,664,554,859
324,No,Points,Letter,Medium,One,No,Low,One,One,Five,No,979,1869,1112,692,244
325,No,Cash Back,Postcard,High,One,No,High,Two,Two,Four,No,913,528,690,876,1561
326,No,Air Miles,Letter,Medium,One,Yes,High,Four,One,Three,Yes,755,664,820,923,614
327,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Two,No,1000,1749,1368,742,144
328,No,Points,Postcard,Medium,One,No,Low,Two,One,Five,Yes,1107,1769,932,871,856
329,No,Points,Letter,Medium,One,No,High,Two,One,Five,Yes,762,879,530,849,791
330,No,Points,Letter,High,One,No,Medium,Two,One,Three,Yes,1223,2181,1456,522,735
331,No,Air Miles,Postcard,Low,One,No,Medium,Two,One,Two,Yes,932,185,797,1072,1676
332,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Three,Yes,967,1503,1148,896,324
333,No,Points,Postcard,Low,Two,No,Low,Two,One,Four,Yes,222,391,339,139,22
334,No,Points,Postcard,Medium,Two,No,Low,One,Two,Two,No,1003,643,945,945,1482
335,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Three,Yes,1221,948,864,1063,2009
336,No,Cash Back,Postcard,High,Three,No,Low,One,One,Four,Yes,915,614,850,1254,944
337,No,Cash Back,Postcard,Medium,One,No,Medium,Three,One,Three,Yes,984,1765,1173,770,229
338,No,Cash Back,Letter,Medium,One,Yes,High,Two,One,Two,Yes,1266,647,1299,2012,1108
339,No,Points,Postcard,High,Two,No,Medium,Two,One,Four,Yes,899,1678,1043,705,172
340,No,Cash Back,Postcard,High,One,No,Medium,Three,One,Two,No,1224,1407,1619,1005,867
341,Yes,Points,Postcard,Low,One,No,Low,Two,One,Five,No,1735,1626,1713,1902,1700
342,No,Cash Back,Letter,Medium,Two,No,High,One,Two,Four,Yes,1057,1813,830,582,1006
343,No,Points,Letter,Low,One,No,High,Four,One,Two,Yes,1196,1170,423,1581,1611
344,No,Cash Back,Letter,Medium,One,No,Medium,Two,Two,Five,Yes,219,452,143,143,140
345,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Three,Yes,1113,1622,1426,909,496
346,No,Points,Letter,Medium,Two,Yes,High,Two,One,Four,Yes,969,1201,1094,1008,574
347,No,Air Miles,Letter,Medium,One,No,Low,One,One,Five,Yes,823,57,977,1520,739
348,Yes,Points,Postcard,Medium,Two,No,Low,One,One,Four,Yes,992,621,1533,1357,458
349,No,Cash Back,Postcard,Medium,Three,No,Low,Two,Two,Four,No,750,584,917,930,572
350,No,Points,Letter,Medium,One,No,High,One,Two,Four,Yes,1101,1535,829,1093,950
351,No,Air Miles,Postcard,High,One,No,Low,Three,One,Three,No,756,137,430,967,1493
352,No,Points,Letter,High,One,No,Low,One,One,Five,Yes,1092,1783,1244,923,418
353,No,Points,Letter,Medium,Two,No,Medium,Three,One,Four,Yes,1072,1783,1219,830,456
354,No,Cash Back,Postcard,Low,One,No,High,Two,One,Three,Yes,910,67,1674,1480,420
355,No,Points,Letter,Medium,One,No,Medium,Three,One,Five,Yes,884,246,726,1213,1353
356,No,Points,Postcard,Low,One,No,Medium,Three,One,Six,Yes,1007,1661,1121,764,485
357,No,Points,Letter,High,Two,Yes,High,Two,One,Three,Yes,1069,1214,1312,1082,668
358,No,Cash Back,Letter,Low,One,No,Low,Two,One,Three,Yes,257,294,229,44,463
359,No,Air Miles,Postcard,Medium,One,No,Low,One,One,Three,No,1095,317,1206,1441,1417
360,No,Cash Back,Letter,High,One,No,Low,Two,Two,Three,Yes,1157,1124,921,1630,955
361,No,Air Miles,Letter,Medium,One,No,Medium,Two,Two,Two,No,1015,1914,1253,821,75
362,No,Air Miles,Postcard,Low,Two,No,High,Two,One,Four,No,986,1789,1236,672,249
363,No,Cash Back,Letter,High,One,Yes,Medium,Three,One,Three,Yes,962,327,439,1574,1508
364,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Three,Yes,940,1575,1492,681,15
365,No,Cash Back,Postcard,High,Two,Yes,Medium,One,One,Three,No,1049,1995,1180,529,495
366,No,Points,Postcard,Low,Two,No,High,One,One,Three,Yes,708,982,510,795,548
367,No,Air Miles,Postcard,Low,Two,No,High,Four,One,Four,No,1170,344,1254,1411,1672
368,No,Cash Back,Postcard,High,One,No,High,One,One,Five,Yes,1255,1242,1442,1192,1146
369,No,Air Miles,Letter,Low,One,No,High,One,One,Three,No,1246,545,1533,2040,866
370,No,Cash Back,Letter,Low,One,No,Low,One,One,Three,Yes,911,2121,841,493,191
371,No,Cash Back,Postcard,Medium,One,No,High,Two,Two,Four,Yes,885,1719,996,435,393
372,No,Points,Postcard,Medium,Two,No,Low,One,One,Two,Yes,1101,1007,628,1449,1321
373,No,Air Miles,Postcard,Medium,Two,No,Low,Two,One,Four,Yes,1018,1506,1380,735,454
374,No,Points,Letter,Medium,Two,No,High,Two,One,Three,Yes,1506,414,1856,2039,1715
375,No,Points,Letter,High,One,Yes,High,One,One,Three,No,922,144,1154,1176,1214
376,No,Points,Letter,Low,One,No,Low,Three,One,Four,Yes,1157,223,1439,1990,979
377,Yes,Points,Postcard,Medium,One,No,High,Two,One,Three,No,1028,342,1233,806,1734
378,No,Points,Postcard,Medium,One,Yes,Low,Two,One,Two,No,1233,2027,1687,514,704
379,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Four,Yes,1749,1671,1622,1922,1782
380,No,Points,Postcard,High,Two,Yes,High,One,One,Three,Yes,946,290,873,1188,1434
381,No,Points,Letter,High,One,No,Low,Two,One,Two,Yes,1762,1790,1761,1763,1734
382,No,Air Miles,Postcard,Medium,One,No,Medium,One,One,Three,Yes,1180,1661,1261,1364,434
383,No,Cash Back,Letter,Medium,One,No,High,One,One,Five,Yes,898,1323,1007,428,836
384,No,Cash Back,Letter,High,Two,No,High,Two,Two,Four,Yes,984,522,1236,1263,915
385,No,Points,Postcard,High,One,No,Medium,Two,One,Three,Yes,1100,1486,1704,534,678
386,No,Points,Letter,High,One,No,High,One,Two,Three,Yes,765,126,636,830,1469
387,No,Air Miles,Letter,Medium,Two,No,Low,Two,One,Four,Yes,1076,480,821,2026,980
388,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Five,Yes,970,1828,1196,807,49
389,No,Air Miles,Postcard,Medium,Three,No,High,One,Two,Four,Yes,1206,1459,1780,572,1013
390,No,Cash Back,Letter,Low,One,No,High,Two,One,Three,Yes,292,184,80,433,471
391,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,Yes,1001,1640,1028,890,446
392,No,Points,Letter,Medium,One,No,Medium,One,One,Two,Yes,920,61,1328,881,1411
393,No,Points,Letter,Medium,One,No,High,Two,Two,One,Yes,925,561,1033,1524,585
394,No,Cash Back,Letter,High,One,No,Medium,One,One,Four,No,673,525,776,681,713
395,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,No,996,1650,1210,829,296
396,No,Air Miles,Letter,Low,Two,Yes,Medium,Two,One,Five,Yes,246,284,270,259,171
397,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Four,Yes,1135,1414,1724,1059,344
398,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Three,No,929,259,1049,2004,404
399,No,Points,Letter,High,Two,No,High,Two,One,Three,Yes,1241,1275,689,1291,1709
400,No,Points,Letter,Medium,One,No,Low,Two,Two,Five,Yes,790,191,624,1313,1035
401,Yes,Cash Back,Postcard,Low,One,No,Low,Two,One,Four,No,1364,2180,1436,1390,453
402,No,Points,Postcard,High,One,No,High,Three,Two,Three,Yes,785,940,633,928,641
403,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Three,No,1074,631,1116,2004,546
404,No,Air Miles,Postcard,Medium,One,No,High,Two,Two,Four,Yes,1041,712,850,1873,729
405,No,Air Miles,Postcard,Medium,One,No,Medium,One,One,Four,Yes,1097,152,849,2168,1219
406,No,Points,Letter,Medium,One,No,High,Four,One,Two,Yes,1130,1867,1463,985,205
407,No,Cash Back,Postcard,Low,Two,No,High,One,One,One,Yes,1186,536,720,1640,1851
408,No,Cash Back,Postcard,High,One,No,Low,One,One,Three,Yes,1058,370,724,1352,1788
409,No,Air Miles,Letter,Medium,One,No,Low,Three,One,Four,No,1048,179,1783,1817,416
410,No,Points,Letter,High,One,No,Low,Two,One,Three,No,1036,157,1600,1367,1020
411,Yes,Points,Postcard,Medium,Two,No,Low,One,One,Three,Yes,841,556,1027,1225,559
412,No,Air Miles,Letter,Medium,Two,No,Medium,Two,One,Three,Yes,753,707,751,568,989
413,No,Points,Letter,Low,One,No,High,Three,Two,Four,No,1009,459,757,1607,1213
414,No,Points,Postcard,High,One,No,Medium,Two,One,One,No,1340,813,1077,1501,1969
415,No,Points,Postcard,Medium,Two,No,Low,Four,One,Three,Yes,782,907,794,642,788
416,No,Air Miles,Letter,High,Two,No,Low,Four,One,Three,Yes,1162,324,1340,1074,1911
417,No,Points,Letter,Medium,Two,No,High,Three,One,Three,Yes,250,220,224,242,316
418,No,Points,Letter,Low,Two,No,Low,Two,One,Four,Yes,966,1244,1230,1300,93
419,No,Points,Postcard,High,One,No,High,Two,One,Three,No,1233,225,1767,1755,1187
420,No,Points,Letter,Medium,One,No,Medium,Three,One,Two,No,1778,1794,1575,1847,1899
421,No,Air Miles,Postcard,Low,Two,No,Low,Two,One,Three,Yes,954,1112,432,1298,977
422,Yes,Air Miles,Postcard,Medium,Two,No,Low,One,One,Four,No,1327,1873,1390,1183,863
423,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Five,No,966,527,904,1960,473
424,No,Air Miles,Letter,Low,One,No,Low,Two,One,Five,Yes,1028,149,772,1554,1638
425,No,Air Miles,Postcard,Medium,One,Yes,High,One,Two,Four,Yes,795,594,791,849,948
426,No,Points,Letter,Medium,One,No,Low,Two,One,Four,Yes,1171,597,1479,1146,1465
427,No,Cash Back,Postcard,Low,One,Yes,Low,One,Two,Five,No,686,570,685,702,787
428,No,Air Miles,Postcard,Medium,One,No,Low,One,One,Four,Yes,1094,1781,858,951,787
429,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Four,No,107,160,28,208,35
430,No,Air Miles,Letter,High,One,Yes,Low,Two,Two,Three,Yes,962,1604,1204,468,574
431,No,Cash Back,Postcard,Low,One,No,High,Three,Two,Five,Yes,783,885,907,530,813
432,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Four,Yes,1255,931,1341,1710,1041
433,No,Cash Back,Letter,Medium,One,No,Low,One,One,Three,Yes,1255,1870,1520,681,952
434,No,Cash Back,Letter,Medium,One,No,High,Two,One,Four,Yes,1005,1612,1086,912,411
435,No,Points,Letter,Medium,Two,No,High,Two,One,Five,Yes,821,822,795,892,776
436,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Two,Yes,635,500,708,566,767
437,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Three,Yes,1154,144,1559,1985,928
438,No,Cash Back,Postcard,Low,Two,No,Low,One,One,Three,Yes,997,1924,1115,559,391
439,No,Points,Postcard,High,One,Yes,Low,One,Two,Five,Yes,1106,1343,453,964,1665
440,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,Yes,179,177,96,20,425
441,No,Points,Postcard,Medium,One,No,High,Two,One,Six,Yes,946,1615,1433,554,185
442,No,Points,Letter,Low,One,No,High,One,One,Four,No,1096,704,877,1533,1271
443,No,Cash Back,Letter,High,One,No,Low,Two,One,Two,Yes,279,210,363,245,298
444,No,Air Miles,Letter,Medium,One,No,High,One,One,Four,No,285,339,71,457,273
445,No,Air Miles,Postcard,Medium,One,Yes,High,Three,Two,Three,Yes,1100,174,1668,1310,1250
446,Yes,Air Miles,Postcard,Low,One,Yes,Low,One,One,Four,Yes,1034,1612,1297,902,328
447,No,Cash Back,Letter,High,One,Yes,Medium,One,One,Four,No,1113,1083,1543,1263,564
448,No,Air Miles,Postcard,High,One,Yes,High,Two,One,Four,No,1262,136,1250,1550,2113
449,No,Cash Back,Postcard,High,One,No,High,One,One,Five,Yes,1159,941,413,1584,1698
450,No,Points,Letter,Medium,One,No,Medium,One,One,Three,No,980,1638,1392,597,293
451,No,Air Miles,Letter,Medium,One,No,Low,One,One,Six,Yes,1085,50,1379,2158,755
452,No,Cash Back,Letter,Low,Two,No,High,One,One,Two,No,812,1273,1188,548,240
453,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Three,No,237,381,363,87,120
454,No,Cash Back,Postcard,Low,One,No,Low,Three,One,Three,No,1055,582,1327,833,1480
455,No,Cash Back,Postcard,Low,One,No,Medium,Two,Two,Two,Yes,941,449,520,1484,1312
456,No,Air Miles,Letter,Low,One,No,Low,Two,One,Two,Yes,1005,1757,1079,777,407
457,No,Air Miles,Postcard,Medium,One,Yes,Low,Two,One,Four,Yes,1066,488,1006,1590,1181
458,No,Points,Letter,Medium,One,No,High,Two,One,Three,Yes,1452,791,1602,1663,1753
459,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Four,No,137,164,251,78,55
460,No,Points,Postcard,High,Two,No,Low,Three,One,Three,No,781,561,970,692,901
461,No,Air Miles,Letter,Low,One,No,Low,One,One,Three,Yes,900,1287,947,1115,254
462,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Four,No,1135,359,1695,1475,1011
463,No,Cash Back,Letter,Medium,One,No,Medium,Three,One,Three,Yes,1054,235,551,1605,1826
464,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,No,1191,2114,1044,842,766
465,Yes,Cash Back,Letter,Medium,One,No,Low,Three,One,Four,No,938,137,1785,1201,630
466,No,Points,Letter,Medium,One,Yes,High,Two,One,Three,Yes,794,955,536,879,809
467,No,Cash Back,Letter,Medium,One,Yes,Medium,Three,One,Four,Yes,983,1227,1133,540,1033
468,No,Points,Letter,Medium,One,Yes,Low,One,One,Four,No,672,542,809,832,507
469,No,Points,Postcard,Medium,One,No,High,Three,One,Five,No,956,1514,1283,617,411
470,No,Points,Postcard,Low,One,No,Medium,Two,One,Five,No,1179,1744,1451,978,543
471,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Three,Yes,1168,1954,1237,871,610
472,No,Points,Postcard,High,One,No,High,Three,One,Four,Yes,974,298,931,2115,552
473,No,Air Miles,Letter,Low,One,No,Medium,Two,One,Three,Yes,1071,361,1225,1778,923
474,No,Air Miles,Letter,Medium,One,No,Medium,Three,One,Five,Yes,1164,1403,1752,490,1013
475,No,Cash Back,Letter,High,One,No,Low,One,One,Three,Yes,806,602,936,909,780
476,Yes,Air Miles,Postcard,Medium,Two,No,High,Two,One,Three,Yes,1054,1364,1360,446,1049
477,No,Cash Back,Letter,High,Two,No,Low,One,One,Two,No,1229,2017,1345,662,894
478,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Four,Yes,1122,673,629,2186,1000
479,No,Air Miles,Letter,Medium,Two,No,Medium,One,One,Five,Yes,832,880,882,731,836
480,No,Points,Letter,Medium,One,No,High,One,Three,One,No,822,710,985,640,953
481,No,Points,Letter,Low,One,No,Medium,Three,One,Two,Yes,751,611,975,719,699
482,No,Air Miles,Postcard,High,One,No,Medium,Three,Two,Four,No,1449,1385,700,2103,1610
483,No,Points,Letter,High,One,No,Medium,Two,One,Two,Yes,1018,1568,835,1255,417
484,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Two,No,1262,671,1614,1547,1219
485,No,Cash Back,Letter,High,Two,No,Medium,Three,One,Six,Yes,1388,1813,1572,1380,787
486,No,Cash Back,Postcard,High,One,Yes,Medium,Three,One,Five,Yes,770,962,631,748,739
487,No,Points,Letter,Low,Two,No,High,Two,One,Three,Yes,1357,874,1613,1832,1110
488,No,Points,Letter,Medium,Two,No,High,Three,One,Five,Yes,1131,410,1245,1618,1253
489,No,Air Miles,Letter,Medium,One,Yes,Low,Two,One,Three,No,831,576,868,1234,648
490,No,Air Miles,Postcard,Medium,One,Yes,Medium,Two,One,Three,No,1032,1858,1054,765,454
491,No,Air Miles,Letter,Low,One,No,Low,Three,One,Two,No,288,445,259,125,324
492,No,Points,Letter,Medium,One,No,Low,Two,Two,Four,No,709,454,671,906,805
493,Yes,Points,Postcard,Medium,One,No,High,One,One,Two,Yes,612,517,624,797,513
494,No,Air Miles,Letter,Medium,One,No,Low,One,Three,Four,Yes,1220,302,1740,1974,864
495,No,Air Miles,Letter,Medium,Two,No,High,Two,One,Four,No,1153,900,498,1194,2023
496,No,Air Miles,Postcard,High,Two,Yes,High,Three,One,Three,Yes,1045,321,1008,1599,1254
497,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Three,Yes,1083,785,866,1259,1422
498,No,Cash Back,Letter,Medium,One,No,Low,Two,Two,Two,Yes,1070,1786,1144,877,476
499,No,Cash Back,Letter,Low,Two,No,Low,Two,Two,Three,Yes,886,1474,1008,566,497
500,No,Cash Back,Letter,Low,Two,No,Low,One,One,Three,No,259,178,472,5,381
501,Yes,Points,Postcard,Low,One,No,Low,Two,One,One,No,1215,391,1598,2023,851
502,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,258,110,205,344,376
503,No,Air Miles,Postcard,High,Two,No,High,Four,One,Four,Yes,1056,753,470,1437,1565
504,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Five,No,845,1480,1078,589,233
505,No,Cash Back,Letter,Medium,One,Yes,High,One,Two,Four,Yes,444,303,495,494,487
506,No,Air Miles,Letter,Medium,Two,No,Medium,Two,One,Four,Yes,663,725,516,571,840
507,No,Air Miles,Letter,Low,One,No,High,Two,One,Four,Yes,820,979,991,686,624
508,No,Points,Letter,Medium,Two,No,High,One,One,Three,No,947,1805,1060,838,88
509,No,Cash Back,Letter,Medium,One,No,Low,Two,Two,Three,No,1466,41,1877,2261,1688
510,No,Air Miles,Postcard,Low,One,No,Low,Three,One,Five,No,1405,903,1496,2042,1179
511,No,Points,Postcard,Low,Two,No,Low,Two,One,Four,No,1687,1721,1687,1827,1514
512,No,Points,Postcard,Medium,One,No,High,Two,One,Two,Yes,977,1510,1039,1300,62
513,No,Points,Letter,Medium,One,No,Medium,One,One,Four,No,1293,1933,1668,976,597
514,No,Air Miles,Postcard,Medium,One,Yes,Medium,Three,One,Four,Yes,1035,1526,1340,789,486
515,No,Points,Postcard,Low,One,No,High,Three,Two,Two,No,973,400,1489,1342,661
516,No,Points,Postcard,Low,One,No,High,Three,Two,Five,Yes,177,32,103,406,168
517,No,Air Miles,Letter,Medium,Two,No,Low,Two,One,Three,Yes,1027,1790,1401,676,244
518,No,Air Miles,Postcard,High,One,No,High,One,One,Four,No,764,278,504,868,1409
519,No,Points,Postcard,Medium,Two,No,Medium,Two,One,Four,No,1046,471,920,1019,1777
520,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Four,Yes,237,191,122,360,277
521,No,Cash Back,Postcard,Medium,One,No,High,One,One,Three,No,1325,1054,826,1710,1713
522,No,Points,Postcard,Medium,One,No,Medium,One,One,Four,Yes,865,599,964,1210,688
523,No,Air Miles,Letter,Low,Two,No,Medium,One,One,Three,Yes,977,1660,1414,646,188
524,No,Air Miles,Postcard,High,One,No,Low,Two,One,Three,No,753,636,945,670,764
525,No,Air Miles,Letter,Medium,One,Yes,Medium,Four,One,Three,No,1008,1954,1191,585,305
526,No,Air Miles,Postcard,High,Two,No,Medium,Three,Three,Three,No,208,238,270,181,144
527,No,Points,Letter,High,One,No,High,Two,One,Two,No,1016,295,1329,903,1539
528,No,Air Miles,Postcard,Medium,Two,No,Low,Two,Two,Six,Yes,1039,216,1432,1595,913
529,No,Points,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,1252,657,1710,1850,791
530,No,Air Miles,Postcard,Medium,One,No,Medium,One,Two,Four,Yes,816,135,405,1256,1471
531,No,Points,Letter,Medium,One,No,Low,One,One,Four,Yes,1066,461,789,2006,1008
532,Yes,Cash Back,Postcard,Low,Two,Yes,Low,Two,One,Three,Yes,1097,1992,1422,726,250
533,No,Air Miles,Letter,Low,One,No,Low,Two,One,Four,No,1014,197,1558,1758,545
534,No,Points,Letter,High,Two,No,High,One,One,Two,Yes,1174,1204,1624,1047,821
535,No,Points,Letter,Medium,One,No,High,One,One,Four,Yes,817,712,820,983,753
536,No,Points,Letter,High,One,No,Low,Two,One,Three,Yes,986,143,486,2192,1126
537,No,Points,Letter,Medium,Two,No,High,One,One,Three,Yes,920,811,973,925,972
538,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Four,No,715,756,823,568,716
539,No,Points,Postcard,Medium,One,No,Medium,One,One,Two,Yes,203,112,374,319,7
540,No,Air Miles,Postcard,High,One,No,Low,One,One,Five,Yes,1245,321,1088,1610,1963
541,No,Points,Postcard,Medium,One,No,High,One,One,Two,Yes,1173,611,970,1465,1648
542,No,Air Miles,Letter,High,One,Yes,Low,One,One,Five,No,1007,756,1049,1547,677
543,No,Points,Postcard,Medium,One,No,High,One,One,Five,No,308,464,452,55,261
544,No,Air Miles,Letter,Low,One,No,Medium,Three,One,Three,Yes,330,462,414,48,397
545,No,Cash Back,Letter,High,One,No,Low,Two,One,Four,No,370,367,415,395,304
546,No,Air Miles,Postcard,High,One,No,Medium,Two,One,Four,No,946,1655,821,553,757
547,No,Points,Letter,Medium,One,Yes,Low,One,One,Five,No,1028,582,731,1408,1394
548,No,Cash Back,Postcard,Low,One,No,High,One,One,Five,Yes,274,429,224,240,203
549,No,Air Miles,Letter,Low,Two,No,High,Two,One,Four,Yes,1021,912,812,950,1410
550,No,Points,Postcard,High,One,No,High,Two,One,Six,Yes,255,447,205,65,304
551,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Four,No,1101,1495,1684,568,657
